ARO Accession	Name	Model ID	Model Type	Pathogen	NCBI Plasmid	NCBI WGS	NCBI Chromosome	NCBI Genomic Island	Criteria	ARO Categories
ARO:3000205	tetX	776	protein homolog model	Bacteroides ovatus	0	10.87	0	0	perfect_strict	antibiotic inactivation; glycylcycline; tetracycline antibiotic
ARO:3000205	tetX	776	protein homolog model	Myroides phaeus	0	100	100	50	perfect_strict	antibiotic inactivation; glycylcycline; tetracycline antibiotic
ARO:3000205	tetX	776	protein homolog model	Myroides odoratimimus	50	9.09	100	50	perfect_strict	antibiotic inactivation; glycylcycline; tetracycline antibiotic
ARO:3000205	tetX	776	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; glycylcycline; tetracycline antibiotic
ARO:3000205	tetX	776	protein homolog model	Acinetobacter towneri	0	0	0	100	perfect_strict	antibiotic inactivation; glycylcycline; tetracycline antibiotic
ARO:3000205	tetX	776	protein homolog model	Aeromonas caviae	0	0	0	33.33	perfect_strict	antibiotic inactivation; glycylcycline; tetracycline antibiotic
ARO:3000205	tetX	776	protein homolog model	Phocaeicola dorei	0	9.59	0	0	perfect_strict	antibiotic inactivation; glycylcycline; tetracycline antibiotic
ARO:3000205	tetX	776	protein homolog model	Bacteroides fragilis	4.08	8.04	4.76	0	perfect_strict	antibiotic inactivation; glycylcycline; tetracycline antibiotic
ARO:3000205	tetX	776	protein homolog model	Parabacteroides distasonis	0	3.73	14.29	0	perfect_strict	antibiotic inactivation; glycylcycline; tetracycline antibiotic
ARO:3000205	tetX	776	protein homolog model	Riemerella anatipestifer	0	34.33	20.83	100	perfect_strict	antibiotic inactivation; glycylcycline; tetracycline antibiotic
ARO:3002216	IMP-25	778	protein homolog model	Enterobacter hormaechei	0	0.06	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002248	CARB-9	780	protein homolog model	Vibrio cholerae	0	0.7	0	0	perfect	antibiotic inactivation; penam
ARO:3002248	CARB-9	780	protein homolog model	Vibrio metoecus	0	4.35	0	0	perfect_strict	antibiotic inactivation; penam
ARO:3002248	CARB-9	780	protein homolog model	Vibrio cholerae	0	1.96	1.99	4.76	perfect_strict	antibiotic inactivation; penam
ARO:3002740	QnrB25	781	protein homolog model	Citrobacter freundii	0	0	0.77	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3000589	NDM-1	783	protein homolog model	Providencia stuartii	4.35	9.3	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Enterobacter kobei	0	2.46	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Enterobacter kobei	0	2.46	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Citrobacter werkmanii	0	9.52	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Vibrio parahaemolyticus	0	0.13	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Klebsiella michiganensis	4	2.6	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Salmonella enterica	0.28	0.01	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Acinetobacter johnsonii	3.17	12.5	7.14	33.33	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Pseudomonas aeruginosa	0	0.65	3.47	9.72	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Proteus mirabilis	9.68	2.76	13.75	3.7	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Acinetobacter defluvii	0	0	100	50	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Acinetobacter haemolyticus	0	2.44	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Pseudomonas aeruginosa	0	0.65	3.47	9.72	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Citrobacter amalonaticus	0	4.17	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Shigella sonnei	0	0.07	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Bacillus subtilis	0	0.34	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Serratia marcescens	2.84	0.91	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Citrobacter freundii	1.3	4.3	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Providencia stuartii	4.35	9.3	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Citrobacter amalonaticus	0	4.17	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Citrobacter portucalensis	1.92	8	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Acinetobacter johnsonii	3.17	12.5	7.14	33.33	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Acinetobacter wuhouensis	0	50	100	100	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Acinetobacter wuhouensis	0	50	100	100	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Morganella morganii	2.7	4.17	4.08	15.38	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Citrobacter werkmanii	0	9.52	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Klebsiella pneumoniae	1.51	4.76	0.28	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Acinetobacter junii	33.33	3.64	12.5	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Acinetobacter baumannii	0.19	2.47	8.12	6.29	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Enterobacter roggenkampii	0	1.21	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Klebsiella oxytoca	0	1.84	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Acinetobacter lwoffii	0	4.76	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Morganella morganii	2.7	4.17	4.08	15.38	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Citrobacter portucalensis	1.92	8	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Enterobacter roggenkampii	0	1.21	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Vibrio vulnificus	0	0.43	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Escherichia coli	0.3	0.46	0.09	0.13	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Vibrio cholerae	0	0.14	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Leclercia adecarboxylata	0	14.29	7.14	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Leclercia adecarboxylata	0	14.29	7.14	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Acinetobacter lwoffii	0	9.52	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Acinetobacter pittii	1.72	4.78	6.25	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Klebsiella aerogenes	1.45	1.57	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Citrobacter freundii	1.04	4.3	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Acinetobacter towneri	0	5.26	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Acinetobacter indicus	6.38	0	5.26	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Salmonella enterica	0.28	0.01	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Vibrio cholerae	0	0.14	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Klebsiella oxytoca	0	1.84	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Proteus mirabilis	9.68	2.76	13.75	3.7	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Bacillus subtilis	0	0.34	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Acinetobacter indicus	6.38	0	5.26	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Acinetobacter junii	33.33	3.64	12.5	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Proteus vulgaris	12.5	0	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Klebsiella quasipneumoniae	1.36	4.3	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Acinetobacter nosocomialis	0	1.38	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Acinetobacter towneri	0	5.26	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Vibrio vulnificus	0	0.43	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Raoultella planticola	6.82	0	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Vibrio parahaemolyticus	0	0.19	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Acinetobacter haemolyticus	0	2.44	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Klebsiella pneumoniae	1.54	4.8	0.28	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Acinetobacter baumannii	0.19	2.6	8.12	6.29	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Proteus vulgaris	12.5	0	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Enterobacter hormaechei	3.06	6.78	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Enterobacter cloacae	2.21	5	2.27	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Acinetobacter nosocomialis	0	1.38	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Shigella sonnei	0	0.07	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Serratia marcescens	2.84	0.91	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Providencia rettgeri	3.03	12.93	3.45	50	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Shewanella putrefaciens	25	0	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Providencia rettgeri	3.03	12.93	3.45	50	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Acinetobacter defluvii	0	0	100	50	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Escherichia coli	0.3	0.46	0.11	0.13	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Enterobacter cloacae	2.21	5	2.27	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Acinetobacter pittii	1.72	5.15	6.25	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Raoultella planticola	6.82	0	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Klebsiella michiganensis	4	2.6	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Enterobacter hormaechei	3.06	6.49	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Enterobacter asburiae	0	3.47	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Klebsiella aerogenes	1.45	1.26	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Enterobacter asburiae	0	3.47	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Klebsiella quasipneumoniae	1.36	4.48	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Shewanella putrefaciens	25	0	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3003019	dfrA23	787	protein homolog model	Citrobacter freundii	0	0.25	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Klebsiella quasipneumoniae	0	0.18	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Salmonella enterica	0.48	0.59	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Pseudomonas aeruginosa	0	0.02	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Pseudomonas aeruginosa	0	0.02	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Vibrio parahaemolyticus	0	0.06	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Klebsiella pneumoniae	0.15	0.11	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Salmonella enterica	0.48	0.59	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Citrobacter werkmanii	0	4.76	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Citrobacter freundii	0	0.25	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Serratia marcescens	0	0.15	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Providencia rettgeri	0	1.72	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Enterobacter hormaechei	0	0.06	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Escherichia coli	0.03	0.03	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Klebsiella pneumoniae	0.15	0.12	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Enterobacter hormaechei	0	0.06	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Vibrio cholerae	0	0.14	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Vibrio parahaemolyticus	0	0.06	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Vibrio cholerae	0	0.84	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Klebsiella quasipneumoniae	0	0.18	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Citrobacter werkmanii	0	4.76	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Serratia marcescens	0	0.15	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Providencia rettgeri	0	1.72	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Escherichia coli	0.03	0.03	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3001104	SHV-46	788	protein homolog model	Klebsiella pneumoniae	0	0.01	0.09	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3002043	CMY-32	790	protein homolog model	Escherichia coli	0.01	0	0	0	perfect_strict	antibiotic inactivation; cephamycin
ARO:3001073	SHV-14	791	protein homolog model	Klebsiella pneumoniae	0	0.07	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001073	SHV-14	791	protein homolog model	Klebsiella pneumoniae	0	0.12	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001073	SHV-14	791	protein homolog model	Klebsiella oxytoca	0	0.46	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001073	SHV-14	791	protein homolog model	Citrobacter freundii	0	0.51	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001073	SHV-14	791	protein homolog model	Klebsiella oxytoca	0	0.46	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001073	SHV-14	791	protein homolog model	Citrobacter freundii	0	0.51	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3002389	OXY-1-1	792	protein homolog model	Klebsiella michiganensis	0	19.81	27.91	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam
ARO:3002389	OXY-1-1	792	protein homolog model	Klebsiella michiganensis	0	21.43	34.88	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam
ARO:3002389	OXY-1-1	792	protein homolog model	Klebsiella oxytoca	0	2.76	19.23	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam
ARO:3002389	OXY-1-1	792	protein homolog model	Klebsiella oxytoca	0	2.76	19.23	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam
ARO:3002225	IMP-34	793	protein homolog model	Pseudomonas aeruginosa	0	0	0.46	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002225	IMP-34	793	protein homolog model	Pseudomonas aeruginosa	0	0	0.46	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002884	iri	796	protein homolog model	Rhodococcus rhodochrous	0	5.56	0	0	perfect_strict	antibiotic inactivation; rifamycin antibiotic
ARO:3000924	TEM-55	797	protein homolog model	Klebsiella pneumoniae	0	0.09	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000924	TEM-55	797	protein homolog model	Acinetobacter baumannii	0	0.04	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000924	TEM-55	797	protein homolog model	Escherichia coli	0	0.08	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000924	TEM-55	797	protein homolog model	Enterobacter hormaechei	0	0.06	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000924	TEM-55	797	protein homolog model	Citrobacter freundii	0	0.25	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000785	cmeC	798	protein homolog model	Campylobacter jejuni	0	85.4	98.77	0	perfect_strict	antibiotic efflux; cephalosporin; fluoroquinolone antibiotic; fusidic acid; macrolide antibiotic
ARO:3000785	cmeC	798	protein homolog model	Campylobacter jejuni	0	1.95	1.65	0	perfect	antibiotic efflux; cephalosporin; fluoroquinolone antibiotic; fusidic acid; macrolide antibiotic
ARO:3000785	cmeC	798	protein homolog model	Campylobacter coli	0	0.54	0	0	perfect_strict	antibiotic efflux; cephalosporin; fluoroquinolone antibiotic; fusidic acid; macrolide antibiotic
ARO:3000785	cmeC	798	protein homolog model	Klebsiella pneumoniae	0	0.01	0	0	perfect_strict	antibiotic efflux; cephalosporin; fluoroquinolone antibiotic; fusidic acid; macrolide antibiotic
ARO:3001947	CTX-M-87	800	protein homolog model	Klebsiella pneumoniae	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3001947	CTX-M-87	800	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3003035	mfpA	801	protein homolog model	Mycobacterium tuberculosis	0	73.48	100	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3003035	mfpA	801	protein homolog model	Klebsiella pneumoniae	0	0.01	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3003035	mfpA	801	protein homolog model	Streptococcus pneumoniae	0	0.01	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3003035	mfpA	801	protein homolog model	Mycobacterium tuberculosis	0	67.33	97.41	0	perfect	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002709	QnrA3	802	protein homolog model	Shigella flexneri	0	0.16	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002709	QnrA3	802	protein homolog model	Klebsiella pneumoniae	0.03	0.01	0	0	perfect	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002709	QnrA3	802	protein homolog model	Klebsiella pneumoniae	0.03	0.01	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002709	QnrA3	802	protein homolog model	Enterobacter hormaechei	0	0.06	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002709	QnrA3	802	protein homolog model	Shigella flexneri	0	0.16	0	0	perfect	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002709	QnrA3	802	protein homolog model	Proteus mirabilis	0	0	0	7.41	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002709	QnrA3	802	protein homolog model	Proteus terrae subsp. cibarius	0	0	0	25	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002709	QnrA3	802	protein homolog model	Enterobacter hormaechei	0	0.06	0	0	perfect	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002709	QnrA3	802	protein homolog model	Salmonella enterica	0	0	0	0.33	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3003100	cphA4	803	protein homolog model	Aeromonas veronii	0	0.79	3.7	0	perfect_strict	antibiotic inactivation; carbapenem
ARO:3000195	tetB(P)	804	protein homolog model	Clostridioides difficile	0	0.39	0.39	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000195	tetB(P)	804	protein homolog model	Enterococcus faecium	0	0.04	0	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000195	tetB(P)	804	protein homolog model	Clostridium perfringens	6.03	15.41	1.89	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000195	tetB(P)	804	protein homolog model	Peptacetobacter hiranonis	0	100	100	50	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000800	MexC	805	protein homolog model	Pseudomonas aeruginosa	0.34	22.12	25.46	0	perfect	aminocoumarin antibiotic; aminoglycoside antibiotic; antibiotic efflux; cephalosporin; diaminopyrimidine antibiotic; fluoroquinolone antibiotic; macrolide antibiotic; penam; phenicol antibiotic; tetracycline antibiotic
ARO:3000800	MexC	805	protein homolog model	Pseudomonas aeruginosa	1.03	80.1	99.54	0	perfect_strict	aminocoumarin antibiotic; aminoglycoside antibiotic; antibiotic efflux; cephalosporin; diaminopyrimidine antibiotic; fluoroquinolone antibiotic; macrolide antibiotic; penam; phenicol antibiotic; tetracycline antibiotic
ARO:3000800	MexC	805	protein homolog model	Stenotrophomonas maltophilia	0	0.2	0	0	perfect_strict	aminocoumarin antibiotic; aminoglycoside antibiotic; antibiotic efflux; cephalosporin; diaminopyrimidine antibiotic; fluoroquinolone antibiotic; macrolide antibiotic; penam; phenicol antibiotic; tetracycline antibiotic
