ARO Accession	Name	Model ID	Model Type	Pathogen	NCBI Plasmid	NCBI WGS	NCBI Chromosome	NCBI Genomic Island	Criteria	ARO Categories
ARO:3002242	CARB-3	467	protein homolog model	Escherichia coli	0.05	0.15	0	0	perfect_strict	antibiotic inactivation; penam
ARO:3001399	OXA-4	470	protein homolog model	Escherichia coli	0.01	0.01	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001399	OXA-4	470	protein homolog model	Escherichia coli	0.01	0.02	0	1.28	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3000990	TEM-128	472	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002533	AAC(3)-IIa	478	protein homolog model	Escherichia coli	0	0.01	0	0.77	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3001051	TEM-191	485	protein homolog model	Escherichia coli	0	0	0.03	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001048	TEM-188	490	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000951	TEM-84	493	protein homolog model	Escherichia coli	0.01	0.02	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000951	TEM-84	493	protein homolog model	Escherichia coli	0.02	0.07	0.03	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002732	QnrB17	498	protein homolog model	Escherichia coli	0	0.08	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002617	aadA17	502	protein homolog model	Escherichia coli	0.02	0.26	0.03	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3001930	CTX-M-69	503	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3000921	TEM-52	504	protein homolog model	Escherichia coli	0.01	0.06	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000921	TEM-52	504	protein homolog model	Escherichia coli	0.01	0.06	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001872	CTX-M-9	510	protein homolog model	Escherichia coli	0	0.05	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3001872	CTX-M-9	510	protein homolog model	Escherichia coli	0	0.04	0	0	perfect	antibiotic inactivation; cephalosporin
ARO:3001943	CTX-M-82	512	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3003576	eptA	516	protein homolog model	Escherichia coli	0	10.99	15.12	0	perfect	antibiotic target alteration; peptide antibiotic
ARO:3003576	eptA	516	protein homolog model	Escherichia coli	0.03	74.58	61.35	0	perfect_strict	antibiotic target alteration; peptide antibiotic
ARO:3002789	QnrD2	517	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3000656	AcrS	520	protein homolog model	Escherichia coli	0.04	73.68	59.29	0	perfect_strict	antibiotic efflux; cephalosporin; cephamycin; disinfecting agents and antiseptics; fluoroquinolone antibiotic; glycylcycline; penam; phenicol antibiotic; rifamycin antibiotic; tetracycline antibiotic
ARO:3000656	AcrS	520	protein homolog model	Escherichia coli	0	22.81	25.64	0	perfect	antibiotic efflux; cephalosporin; cephamycin; disinfecting agents and antiseptics; fluoroquinolone antibiotic; glycylcycline; penam; phenicol antibiotic; rifamycin antibiotic; tetracycline antibiotic
ARO:3002705	floR	522	protein homolog model	Escherichia coli	2.46	7.73	1.72	0	perfect_strict	antibiotic efflux; phenicol antibiotic
ARO:3002705	floR	522	protein homolog model	Escherichia coli	0.02	0.15	0.03	0	perfect	antibiotic efflux; phenicol antibiotic
ARO:3003020	dfrA25	524	protein homolog model	Escherichia coli	0.01	0.1	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003020	dfrA25	524	protein homolog model	Escherichia coli	0.01	0.09	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3000962	TEM-95	536	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000254	emrY	540	protein homolog model	Escherichia coli	0.03	74.17	61.12	66.92	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000254	emrY	540	protein homolog model	Escherichia coli	0	24.61	22.16	24.78	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000997	TEM-133	541	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000970	TEM-107	549	protein homolog model	Escherichia coli	0	0.02	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001977	CTX-M-117	551	protein homolog model	Escherichia coli	0.01	0.02	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3001783	OXA-163	554	protein homolog model	Escherichia coli	0.01	0	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001783	OXA-163	554	protein homolog model	Escherichia coli	0.01	0	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3002530	AAC(3)-Ib	575	protein homolog model	Escherichia coli	0.01	0.08	0.06	0.13	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002777	QnrB65	577	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3001070	SHV-11	578	protein homolog model	Escherichia coli	0.01	0.02	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001070	SHV-11	578	protein homolog model	Escherichia coli	0.01	0.02	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3000973	TEM-110	580	protein homolog model	Escherichia coli	0	0.02	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002734	QnrB19	581	protein homolog model	Escherichia coli	0.05	0.55	0.03	0.13	perfect	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002734	QnrB19	581	protein homolog model	Escherichia coli	0.05	0.6	0.03	0.13	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002618	aadA21	584	protein homolog model	Escherichia coli	0.01	0.05	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002357	NDM-7	585	protein homolog model	Escherichia coli	0.02	0.05	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3002357	NDM-7	585	protein homolog model	Escherichia coli	0.02	0.05	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000939	TEM-73	587	protein homolog model	Escherichia coli	0	0.05	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001012	TEM-145	589	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3003014	dfrA16	598	protein homolog model	Escherichia coli	0.05	0.08	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003014	dfrA16	598	protein homolog model	Escherichia coli	0.05	0.11	0.03	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002013	CMY-2	600	protein homolog model	Escherichia coli	0.49	2.83	1.06	1.79	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3002013	CMY-2	600	protein homolog model	Escherichia coli	0.49	2.85	1.09	1.79	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3001329	mdtG	603	protein homolog model	Escherichia coli	0.01	48.06	38.79	0	perfect	antibiotic efflux; fosfomycin
ARO:3001329	mdtG	603	protein homolog model	Escherichia coli	0.01	74.73	61.46	1.4	perfect_strict	antibiotic efflux; fosfomycin
ARO:3001378	TEM-201	607	protein homolog model	Escherichia coli	0.01	0	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000206	emrK	609	protein homolog model	Escherichia coli	0	24.31	29.33	32.69	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000206	emrK	609	protein homolog model	Escherichia coli	0.03	74.11	61.12	66.92	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3001793	OXA-320	620	protein homolog model	Escherichia coli	0.01	0.1	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3002761	QnrB46	625	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002539	AAC(3)-IV	639	protein homolog model	Escherichia coli	0.47	2.27	0.29	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002539	AAC(3)-IV	639	protein homolog model	Escherichia coli	0.16	0.98	0.29	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3003197	aadA25	642	protein homolog model	Escherichia coli	0.01	0.53	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3000215	mecR1	645	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic target replacement; carbapenem; cephalosporin; cephamycin; monobactam; penam
ARO:3002601	aadA	650	protein homolog model	Escherichia coli	0.95	1.69	0.43	0.13	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002601	aadA	650	protein homolog model	Escherichia coli	1.9	10.95	2.29	2.94	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3000882	TEM-10	665	protein homolog model	Escherichia coli	0.02	0.05	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000882	TEM-10	665	protein homolog model	Escherichia coli	0.02	0.01	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001926	CTX-M-65	668	protein homolog model	Escherichia coli	0.21	0.81	0.2	0	perfect	antibiotic inactivation; cephalosporin
ARO:3001926	CTX-M-65	668	protein homolog model	Escherichia coli	0.23	0.82	0.2	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3000982	TEM-120	681	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002793	QnrS4	682	protein homolog model	Escherichia coli	0.1	0.04	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002793	QnrS4	682	protein homolog model	Escherichia coli	0.01	0.01	0	0	perfect	antibiotic target protection; fluoroquinolone antibiotic
ARO:3001982	CTX-M-123	689	protein homolog model	Escherichia coli	0.03	0.09	0.03	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3001982	CTX-M-123	689	protein homolog model	Escherichia coli	0.03	0.07	0.03	0	perfect	antibiotic inactivation; cephalosporin
ARO:3003441	cfrA	696	protein homolog model	Escherichia coli	0.03	0.02	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic
ARO:3003106	Erm(42)	697	protein homolog model	Escherichia coli	0.11	0.23	0.03	0.13	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic
ARO:3003106	Erm(42)	697	protein homolog model	Escherichia coli	0.05	0.03	0	0	perfect	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic
ARO:3001382	TEM-205	698	protein homolog model	Escherichia coli	0.03	0.03	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001957	CTX-M-98	702	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3002661	APH(7'')-Ia	706	protein homolog model	Escherichia coli	0.01	0	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3001390	TEM-213	709	protein homolog model	Escherichia coli	0.1	0	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002675	catB2	712	protein homolog model	Escherichia coli	0.02	0.03	0	0	perfect_strict	antibiotic inactivation; phenicol antibiotic
ARO:3002864	dfrB1	714	protein homolog model	Escherichia coli	0	0.02	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002864	dfrB1	714	protein homolog model	Escherichia coli	0	0.02	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3000621	PC1 beta-lactamase (blaZ)	726	protein homolog model	Escherichia coli	0	0.02	0	0	perfect_strict	antibiotic inactivation; penam
ARO:3001871	CTX-M-8	729	protein homolog model	Escherichia coli	0.04	0.27	0	0	perfect	antibiotic inactivation; cephalosporin
ARO:3001871	CTX-M-8	729	protein homolog model	Escherichia coli	0.04	0.27	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3002596	AAC(6')-IIc	730	protein homolog model	Escherichia coli	0.02	0.1	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002596	AAC(6')-IIc	730	protein homolog model	Escherichia coli	0.02	0.1	0	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3000900	TEM-30	735	protein homolog model	Escherichia coli	0.03	0.15	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000900	TEM-30	735	protein homolog model	Escherichia coli	0.03	0.08	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002848	arr-3	743	protein homolog model	Escherichia coli	0.4	1.17	0.23	0.26	perfect	antibiotic inactivation; rifamycin antibiotic
ARO:3002848	arr-3	743	protein homolog model	Escherichia coli	0.44	1.47	0.23	0.26	perfect_strict	antibiotic inactivation; rifamycin antibiotic
ARO:3001394	TEM-217	751	protein homolog model	Escherichia coli	0	0	0.03	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001910	CTX-M-48	754	protein homolog model	Escherichia coli	0	0.02	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3000878	TEM-6	760	protein homolog model	Escherichia coli	0.01	0	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000878	TEM-6	760	protein homolog model	Escherichia coli	0.03	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001917	CTX-M-55	762	protein homolog model	Escherichia coli	0.7	2.27	0.37	0.26	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3001917	CTX-M-55	762	protein homolog model	Escherichia coli	0.7	2.24	0.37	0.26	perfect	antibiotic inactivation; cephalosporin
ARO:3002683	catI	763	protein homolog model	Escherichia coli	0.49	5.13	2.2	0.64	perfect_strict	antibiotic inactivation; phenicol antibiotic
ARO:3002683	catI	763	protein homolog model	Escherichia coli	0.44	4.24	1.6	0.51	perfect	antibiotic inactivation; phenicol antibiotic
ARO:3002721	QnrB7	765	protein homolog model	Escherichia coli	0	0.02	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002721	QnrB7	765	protein homolog model	Escherichia coli	0	0.02	0	0	perfect	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002035	CMY-24	771	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephamycin
ARO:3000205	tetX	776	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; glycylcycline; tetracycline antibiotic
ARO:3000589	NDM-1	783	protein homolog model	Escherichia coli	0.3	0.46	0.09	0.13	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000589	NDM-1	783	protein homolog model	Escherichia coli	0.3	0.46	0.11	0.13	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3003019	dfrA23	787	protein homolog model	Escherichia coli	0.03	0.03	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003019	dfrA23	787	protein homolog model	Escherichia coli	0.03	0.03	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002043	CMY-32	790	protein homolog model	Escherichia coli	0.01	0	0	0	perfect_strict	antibiotic inactivation; cephamycin
ARO:3000924	TEM-55	797	protein homolog model	Escherichia coli	0	0.08	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001947	CTX-M-87	800	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3001037	TEM-171	808	protein homolog model	Escherichia coli	0.01	0	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001037	TEM-171	808	protein homolog model	Escherichia coli	0.02	0.03	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000793	mdtB	820	protein homolog model	Escherichia coli	0.01	10.54	13.15	0	perfect	aminocoumarin antibiotic; antibiotic efflux
ARO:3000793	mdtB	820	protein homolog model	Escherichia coli	0.04	74.71	61.23	0	perfect_strict	aminocoumarin antibiotic; antibiotic efflux
ARO:3002788	QnrD1	822	protein homolog model	Escherichia coli	0	0.07	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002788	QnrD1	822	protein homolog model	Escherichia coli	0	0.03	0	0	perfect	antibiotic target protection; fluoroquinolone antibiotic
ARO:3000237	TolC	826	protein homolog model	Escherichia coli	0.03	74.69	61.52	0	perfect_strict	aminocoumarin antibiotic; aminoglycoside antibiotic; antibiotic efflux; carbapenem; cephalosporin; cephamycin; disinfecting agents and antiseptics; fluoroquinolone antibiotic; glycylcycline; macrolide antibiotic; penam; penem; peptide antibiotic; phenicol antibiotic; rifamycin antibiotic; tetracycline antibiotic
ARO:3000237	TolC	826	protein homolog model	Escherichia coli	0.02	45.47	38.97	0	perfect	aminocoumarin antibiotic; aminoglycoside antibiotic; antibiotic efflux; carbapenem; cephalosporin; cephamycin; disinfecting agents and antiseptics; fluoroquinolone antibiotic; glycylcycline; macrolide antibiotic; penam; penem; peptide antibiotic; phenicol antibiotic; rifamycin antibiotic; tetracycline antibiotic
ARO:3002872	FosA3	834	protein homolog model	Escherichia coli	0.73	2.54	0.34	0.26	perfect	antibiotic inactivation; fosfomycin
ARO:3002872	FosA3	834	protein homolog model	Escherichia coli	0.73	2.62	0.34	0.26	perfect_strict	antibiotic inactivation; fosfomycin
ARO:3002642	APH(3')-Ib	835	protein homolog model	Escherichia coli	0	0	0.03	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3000935	TEM-68	836	protein homolog model	Escherichia coli	0	0.02	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002055	CMY-44	839	protein homolog model	Escherichia coli	0.01	0	0	0	perfect_strict	antibiotic inactivation; cephamycin
ARO:3002055	CMY-44	839	protein homolog model	Escherichia coli	0.01	0	0	0	perfect	antibiotic inactivation; cephamycin
ARO:3001877	CTX-M-14	841	protein homolog model	Escherichia coli	0.56	3	1.14	0.26	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3001877	CTX-M-14	841	protein homolog model	Escherichia coli	0.56	2.97	1.14	0.26	perfect	antibiotic inactivation; cephalosporin
ARO:3003577	ugd	842	protein homolog model	Escherichia coli	0	2.68	6.92	5.87	perfect	antibiotic target alteration; peptide antibiotic
ARO:3003577	ugd	842	protein homolog model	Escherichia coli	0.03	53.39	44.65	7.79	perfect_strict	antibiotic target alteration; peptide antibiotic
ARO:3001029	TEM-163	845	protein homolog model	Escherichia coli	0	0.18	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002072	CMY-58	854	protein homolog model	Escherichia coli	0	0.02	0	0	perfect_strict	antibiotic inactivation; cephamycin
ARO:3002072	CMY-58	854	protein homolog model	Escherichia coli	0	0.01	0	0	perfect	antibiotic inactivation; cephamycin
ARO:3001005	TEM-142	855	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000746	mepR	856	protein homolog model	Escherichia coli	0	0.02	0	0	perfect_strict	antibiotic efflux; glycylcycline; tetracycline antibiotic
ARO:3002074	CMY-61	864	protein homolog model	Escherichia coli	0.01	0	0	0	perfect_strict	antibiotic inactivation; cephamycin
ARO:3001786	OXA-244	865	protein homolog model	Escherichia coli	0	0.13	0.69	0.13	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001786	OXA-244	865	protein homolog model	Escherichia coli	0	0.13	0.69	0.13	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3002132	DHA-1	868	protein homolog model	Escherichia coli	0.03	0.28	0.06	0	perfect_strict	antibiotic inactivation; cephalosporin; cephamycin
ARO:3002132	DHA-1	868	protein homolog model	Escherichia coli	0.03	0.27	0.06	0	perfect	antibiotic inactivation; cephalosporin; cephamycin
ARO:3000518	CRP	869	protein homolog model	Escherichia coli	0	74.78	61.58	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3000518	CRP	869	protein homolog model	Escherichia coli	0	0.01	0.31	0	perfect	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3003015	dfrA19	875	protein homolog model	Escherichia coli	0.08	0.23	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003056	smeE	876	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; phenicol antibiotic; tetracycline antibiotic
ARO:3002000	CTX-M-142	878	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3001374	TEM-185	879	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000250	ErmC	881	protein homolog model	Escherichia coli	0	0.04	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic
ARO:3002659	APH(6)-Ic	892	protein homolog model	Escherichia coli	0.03	0.38	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002659	APH(6)-Ic	892	protein homolog model	Escherichia coli	0	0.26	0	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3001990	CTX-M-131	896	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3000167	tet(C)	900	protein homolog model	Escherichia coli	0.08	1.08	0.26	3.19	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Escherichia coli	0	0.22	0	0	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000860	rmtB	904	protein homolog model	Escherichia coli	0.47	1.26	0.11	0.13	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000860	rmtB	904	protein homolog model	Escherichia coli	0.47	1.31	0.11	0.13	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3002704	fexA	907	protein homolog model	Escherichia coli	0	0.04	0	0	perfect_strict	antibiotic efflux; phenicol antibiotic
ARO:3001997	CTX-M-139	908	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3002626	ANT(6)-Ia	914	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3001019	TEM-152	920	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002599	AAC(6')-30/AAC(6')-Ib' fusion protein	922	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002587	AAC(6')-33	924	protein homolog model	Escherichia coli	0.01	0	0	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002587	AAC(6')-33	924	protein homolog model	Escherichia coli	0.01	0	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002534	AAC(3)-IIb	925	protein homolog model	Escherichia coli	0	0.02	0.03	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3000412	sul2	952	protein homolog model	Escherichia coli	4.63	24.8	4.92	3.7	perfect_strict	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000412	sul2	952	protein homolog model	Escherichia coli	3.22	18.69	3.46	2.94	perfect	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000955	TEM-88	956	protein homolog model	Escherichia coli	0.01	0	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001001	TEM-137	960	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002082	CMY-69	963	protein homolog model	Escherichia coli	0	0.02	0	0	perfect_strict	antibiotic inactivation; cephamycin
ARO:3002082	CMY-69	963	protein homolog model	Escherichia coli	0	0.01	0	0	perfect	antibiotic inactivation; cephamycin
ARO:3002694	cmlA4	971	protein homolog model	Escherichia coli	0.01	0.03	0	0	perfect_strict	antibiotic efflux; phenicol antibiotic
ARO:3002034	CMY-23	972	protein homolog model	Escherichia coli	0	0	0.03	0.13	perfect_strict	antibiotic inactivation; cephamycin
ARO:3002034	CMY-23	972	protein homolog model	Escherichia coli	0	0	0.03	0.13	perfect	antibiotic inactivation; cephamycin
ARO:3002714	QnrB1	975	protein homolog model	Escherichia coli	0.03	0.18	0	0	perfect	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002714	QnrB1	975	protein homolog model	Escherichia coli	0.03	0.18	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3001922	CTX-M-61	976	protein homolog model	Escherichia coli	0	0.03	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3000963	TEM-96	979	protein homolog model	Escherichia coli	0	0.03	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000829	baeS	986	protein homolog model	Escherichia coli	0.04	74.71	61.41	0	perfect_strict	aminocoumarin antibiotic; aminoglycoside antibiotic; antibiotic efflux
ARO:3000829	baeS	986	protein homolog model	Escherichia coli	0	28.47	23.73	0	perfect	aminocoumarin antibiotic; aminoglycoside antibiotic; antibiotic efflux
ARO:3000361	EreA	991	protein homolog model	Escherichia coli	0	0.03	0.06	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3002580	AAC(6')-Ib9	993	protein homolog model	Escherichia coli	0.1	0.26	0.11	0.13	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3001178	SHV-134	998	protein homolog model	Escherichia coli	0.09	0.44	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3002577	AAC(6')-Ib4	1002	protein homolog model	Escherichia coli	0.03	0.02	0	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002577	AAC(6')-Ib4	1002	protein homolog model	Escherichia coli	0.03	0.03	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3001386	TEM-209	1010	protein homolog model	Escherichia coli	0	0.05	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000899	TEM-29	1011	protein homolog model	Escherichia coli	0	0.06	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000832	evgA	1015	protein homolog model	Escherichia coli	0.03	71.28	59.49	64.88	perfect	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam; tetracycline antibiotic
